Data,Hora UTC,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)"
2025/01/08,1800 UTC,"0,6","1003,3","1003,3","1002,6",2068,"26,9","23,1","32,9","26,9","24,1","21,2",80,53,80,32,"13,8",7
2025/01/08,1900 UTC,1,"1002,9","1003,7","1002,8",253,"25,4","23,8","26,9","25,4","23,8","22,8",91,80,91,97,"13,8","0,3"
2025/01/08,2000 UTC,"0,2","1003,1","1003,3","1002,9","43,6","25,3","23,6","25,4","25,1","23,8","23,4",91,90,90,48,"5,2",0
2025/01/08,2100 UTC,0,"1003,8","1003,8","1003,1","30,5","25,2","23,5","25,5","25,2","23,7","23,4",90,90,90,26,0,0
2025/01/08,2200 UTC,"0,2","1004,3","1004,3","1003,8","5,7","25,5","23,6","25,5","25,3","23,7","23,5",90,89,90,355,"3,1","0,2"
2025/01/08,2300 UTC,0,"1004,8","1004,8","1004,2",,"25,4","23,6","25,5","25,4","23,6","23,6",90,89,90,19,"3,1",0
2025/01/09,0000 UTC,0,"1005,6","1005,6","1004,8",,"25,3","23,6","25,5","25,3","23,6","23,5",90,90,90,8,0,0
2025/01/09,0100 UTC,0,1006,1006,"1005,6",,"25,2","23,6","25,3","25,2","23,7","23,6",91,90,91,16,0,0
2025/01/09,0200 UTC,0,1006,"1006,2",1006,,"25,2","23,7","25,2","25,1","23,7","23,6",92,91,92,28,0,0
2025/01/09,0300 UTC,0,"1005,5",1006,"1005,5",,"25,2","23,8","25,2","25,1","23,9","23,6",92,92,92,16,0,0
2025/01/09,0400 UTC,0,"1004,8","1005,5","1004,8",,25,"23,7","25,2",25,"23,8","23,7",93,92,93,23,0,0
2025/01/09,0500 UTC,0,"1004,3","1004,8","1004,3",,"24,7","23,6","25,1","24,7","23,8","23,6",93,93,93,293,0,0
2025/01/09,0600 UTC,0,"1003,8","1004,3","1003,8",,"24,5","23,5","24,7","24,5","23,6","23,4",94,93,94,353,0,0
2025/01/09,0700 UTC,0,"1003,4","1003,8","1003,4",,"24,3","23,3","24,6","24,3","23,6","23,3",94,94,94,124,0,0
2025/01/09,0800 UTC,0,"1003,3","1003,4","1003,2",,24,"23,1","24,3",24,"23,3","23,1",94,94,94,247,0,0
2025/01/09,0900 UTC,0,"1004,1","1004,1","1003,3",,24,23,24,"23,9","23,1","22,9",95,94,95,203,0,0
2025/01/09,1000 UTC,0,"1004,9","1004,9","1004,1",43,"24,2","23,3","24,2",24,"23,3",23,95,95,95,146,0,0
2025/01/09,1100 UTC,0,"1005,5","1005,5","1004,9","593,6","26,4","25,2","26,4","24,2","25,3","23,3",95,94,94,73,0,0
2025/01/09,1200 UTC,0,"1005,9","1005,9","1005,5","1412,6","27,8","24,6","27,8","26,4",26,"24,5",94,83,83,29,0,0
2025/01/09,1300 UTC,0,1006,"1006,1","1005,9","1302,4","28,6","24,6","28,8","27,7","25,2","24,1",84,78,79,32,"3,5",0
2025/01/09,1400 UTC,0,"1005,8",1006,"1005,8","1712,1","30,7",25,"30,7","28,5",25,"23,4",79,70,72,44,"5,1","0,1"
2025/01/09,1500 UTC,"1,8","1005,3","1005,8","1005,3","1789,9","28,8","24,7","30,9","27,8","24,7",23,79,65,79,57,"7,7","0,1"
2025/01/09,1600 UTC,0,1004,"1005,3",1004,2943,31,"23,1","31,5","28,7","25,5","22,8",80,61,63,56,"7,7","3,4"
2025/01/09,1700 UTC,"1,6","1003,3",1004,"1003,3","1825,8","26,7","23,8","31,7","26,4",24,"21,1",84,59,84,68,"12,8","3,1"
2025/01/09,1800 UTC,0,"1002,1","1003,3",1002,"1254,7","28,3","23,6","28,3","26,7","24,5","23,1",85,75,76,23,"8,3",0
2025/01/09,1900 UTC,0,"1001,3","1002,1","1001,3","907,9","28,6","24,1","28,8","28,2","24,6","23,4",80,75,77,305,0,0
2025/01/09,2000 UTC,0,"1001,4","1001,4",1001,"1432,1","30,1","23,5","30,3","28,4","24,8","23,4",79,67,68,356,"6,8","2,8"
2025/01/09,2100 UTC,0,"1002,2","1002,2","1001,4","317,7",29,"23,4","30,1",29,"24,5","23,3",74,68,72,354,"7,1",0
2025/01/09,2200 UTC,0,"1003,3","1003,3","1002,3","17,4","28,1","23,6",29,"28,1","23,7","23,4",77,72,77,359,"5,3",0
2025/01/09,2300 UTC,0,"1003,9","1003,9","1003,2",,"27,4","23,7","28,1","27,4","23,8","23,7",81,77,81,4,"3,3",0
2025/01/10,0000 UTC,0,"1004,9","1004,9","1003,9",,"26,9","23,9","27,4","26,9","23,9","23,7",84,81,84,357,0,0
2025/01/10,0100 UTC,0,"1005,2","1005,2","1004,9",,"26,5","23,9","26,9","26,5",24,"23,9",86,84,85,27,0,0
2025/01/10,0200 UTC,0,"1005,4","1005,5","1005,2",,26,"24,2","26,5",26,"24,2","23,9",90,85,90,310,0,0
2025/01/10,0300 UTC,0,"1005,3","1005,4","1005,2",,"25,8","24,2","26,1","25,7","24,4",24,91,90,91,25,0,0
2025/01/10,0400 UTC,0,"1004,5","1005,3","1004,5",,"25,2","23,7","25,9","25,2","24,2","23,7",91,90,91,53,0,0
2025/01/10,0500 UTC,0,"1003,8","1004,5","1003,8",,"24,8","23,5","25,2","24,8","23,8","23,5",93,91,93,163,0,0
2025/01/10,0600 UTC,0,"1003,7","1003,8","1003,5",,"24,8","23,7","24,8","24,6","23,7","23,4",93,93,93,194,0,0
2025/01/10,0700 UTC,1,"1003,7","1003,8","1003,5",,"24,8","23,7",25,"24,8","23,8","23,7",94,93,94,207,0,0
2025/01/10,0800 UTC,0,"1003,9","1003,9","1003,7",,"24,5","23,5","24,8","24,5","23,7","23,4",94,94,94,236,0,0
2025/01/10,0900 UTC,0,"1004,4","1004,4","1003,9",,"24,4","23,4","24,6","24,2","23,5","23,2",94,94,94,143,0,0
2025/01/10,1000 UTC,"0,2","1005,2","1005,2","1004,4","60,4","24,7","23,8","24,7","24,3","23,8","23,3",95,94,95,163,"0,4",0
2025/01/10,1100 UTC,0,"1006,1","1006,1","1005,2","378,4",25,"24,2","25,1","24,6","24,2","23,7",95,95,95,178,0,0
2025/01/10,1200 UTC,0,"1006,6","1006,7","1006,1","814,1","25,8","24,7",26,25,"25,1","24,1",95,94,94,170,0,0
2025/01/10,1300 UTC,0,"1006,9",1007,"1006,6","1701,2","27,5",25,"27,7","25,8","25,8","24,6",94,85,86,116,0,0
2025/01/10,1400 UTC,0,"1006,6",1007,"1006,6","2337,2","29,1","24,2","29,2","27,5","25,4","23,6",87,73,75,34,5,"0,2"
2025/01/10,1500 UTC,0,"1005,8","1006,6","1005,8","2043,2","30,1","23,6","30,2","29,1","24,6","23,2",75,67,68,115,5,0
2025/01/10,1600 UTC,0,"1004,8","1005,8","1004,8","1951,1","29,8","23,2","31,2","29,8","24,1","22,9",69,64,68,41,"7,3","1,8"
2025/01/10,1700 UTC,0,1004,"1004,8",1004,2325,"29,9","23,5","31,4","29,8","24,8","23,2",70,65,68,26,"7,3",2
2025/01/10,1800 UTC,0,"1003,5",1004,"1003,4",641,"28,3","23,9",30,"28,1","23,9","23,3",77,68,77,43,"6,4","0,2"
2025/01/10,1900 UTC,0,"1003,2","1003,6","1003,2","760,2","28,3","23,3","28,5","28,1","23,8","22,7",77,72,75,358,"5,4","0,1"
2025/01/10,2000 UTC,"1,6","1003,4","1003,4","1003,1","426,2","27,3",25,"28,5","27,2","25,1","23,3",88,75,87,42,"4,7",0
2025/01/10,2100 UTC,0,"1003,7","1003,8","1003,3","159,5","27,1","24,7","27,5",27,"25,1","24,7",88,86,87,13,4,0
2025/01/10,2200 UTC,0,"1004,2","1004,3","1003,7","13,3","26,7","24,7","27,1","26,7","24,8","24,7",89,87,89,13,"3,6",0
2025/01/10,2300 UTC,0,"1004,9",1005,"1004,2",,"26,3","24,7","26,7","26,2","24,7","24,5",91,89,91,62,0,0
2025/01/11,0000 UTC,0,"1005,4","1005,4","1004,8",,"26,4","24,5","26,7","26,3","24,9","24,5",91,88,89,17,0,0
2025/01/11,0100 UTC,0,"1005,6","1005,8","1005,4",,"26,2","24,4","26,5","26,2","24,5","24,4",90,89,90,7,0,0
2025/01/11,0200 UTC,0,"1005,8","1005,9","1005,6",,"25,9","24,3","26,2","25,9","24,4","24,2",91,90,91,15,0,0
2025/01/11,0300 UTC,0,"1005,6","1005,8","1005,5",,"25,6","24,1","25,9","25,6","24,3",24,91,91,91,31,0,0
2025/01/11,0400 UTC,0,"1005,2","1005,6","1005,2",,"25,5",24,"25,6","25,5","24,1",24,92,91,91,33,0,0
2025/01/11,0500 UTC,0,"1004,4","1005,2","1004,4",,"25,4",24,"25,5","25,4","24,1","23,9",92,91,92,7,0,0
2025/01/11,0600 UTC,0,"1003,8","1004,4","1003,8",,"24,8","23,6","25,4","24,8",24,"23,5",93,92,93,298,0,0
2025/01/11,0700 UTC,0,"1003,9","1003,9","1003,7",,"24,4","23,3","24,8","24,4","23,6","23,3",94,93,94,238,0,0
2025/01/11,0800 UTC,0,"1004,2","1004,3","1003,9",,"24,1","23,1","24,5","24,1","23,4","23,1",94,94,94,170,0,0
2025/01/11,0900 UTC,0,"1004,9","1004,9","1004,1",,"23,9","22,9","24,1","23,8","23,1","22,9",94,94,94,133,0,0
2025/01/11,1000 UTC,0,"1005,5","1005,5","1004,9","78,7","24,2","23,3","24,2","23,7","23,3","22,8",95,94,95,162,0,0
2025/01/11,1100 UTC,0,"1006,4","1006,4","1005,5","517,9","25,4","24,5","25,4","24,2","24,5","23,3",95,95,95,138,0,0
2025/01/11,1200 UTC,0,"1006,8","1006,8","1006,4","1277,5","27,4","24,8","27,6","25,4","25,9","24,4",95,85,86,27,"4,6","0,9"
2025/01/11,1300 UTC,0,1007,1007,"1006,8","1214,5","28,6","24,6","28,6","27,4","25,2","24,1",86,77,79,28,"5,3",0
2025/01/11,1400 UTC,"0,2","1006,8","1007,1","1006,8","2134,3","29,9","23,7","30,3","28,4","24,9","23,5",79,69,70,40,"6,3","1,5"
2025/01/11,1500 UTC,"0,4","1006,5","1006,8","1006,5",1856,"29,6","24,6",31,"29,3","25,1","23,8",75,68,74,14,"6,3","0,5"
2025/01/11,1600 UTC,"0,8","1006,4","1006,7","1006,4","835,6","25,7","23,6","30,5","25,5","25,3","22,3",88,68,88,16,"12,2",0
2025/01/11,1700 UTC,0,"1005,3","1006,6","1005,3","413,9","26,4",24,"26,4","25,7","24,2","23,5",89,87,87,206,"3,2",0
2025/01/11,1800 UTC,0,"1003,8","1005,3","1003,7","723,6","27,5","24,5","27,5","26,4","24,7","23,9",88,83,84,344,0,0
2025/01/11,1900 UTC,0,"1003,6","1003,9","1003,6","692,7","27,7","24,3","27,9","27,4","24,9","24,2",85,81,81,352,"2,7","0,1"
2025/01/11,2000 UTC,0,"1003,4","1003,6","1003,4","601,1","27,7","24,6","27,9","27,6","24,7","24,2",83,81,83,346,4,0
2025/01/11,2100 UTC,0,"1003,7","1003,7","1003,2","375,5","27,7","24,8","27,8","27,6","24,9","24,5",85,83,84,339,"3,5",0
2025/01/11,2200 UTC,0,"1004,3","1004,3","1003,7","38,3","27,2",25,"27,7","27,2",25,"24,8",88,84,88,335,0,0
2025/01/11,2300 UTC,0,"1005,2","1005,2","1004,3",,"26,8","24,2","27,2","26,8",25,"24,2",89,86,86,11,0,0
2025/01/12,0000 UTC,0,"1006,5","1006,5","1005,2",,"26,4",24,"26,8","26,4","24,1","23,9",86,85,86,21,0,0
2025/01/12,0100 UTC,0,1007,1007,"1006,5",,"26,2","23,9","26,5","26,2","24,1","23,9",87,86,87,15,0,0
2025/01/12,0200 UTC,0,"1006,6","1007,1","1006,5",,"25,9","24,1","26,2","25,8","24,1","23,9",90,87,90,351,0,0
2025/01/12,0300 UTC,0,"1006,4","1006,7","1006,4",,"25,7","24,2","25,9","25,6","24,2",24,91,90,91,32,0,0
2025/01/12,0400 UTC,0,"1005,9","1006,5","1005,9",,"25,5",24,"25,7","25,4","24,2",24,92,91,92,11,0,0
2025/01/12,0500 UTC,0,"1005,7","1005,9","1005,6",,"25,2","23,9","25,5","25,2","24,1","23,9",92,92,92,9,0,0
2025/01/12,0600 UTC,0,1005,"1005,7",1005,,"25,1","23,8","25,2","25,1","23,9","23,8",93,92,93,343,0,0
2025/01/12,0700 UTC,0,"1004,7","1005,1","1004,7",,"24,9","23,8","25,1","24,9","23,8","23,7",93,93,93,31,0,0
2025/01/12,0800 UTC,0,"1004,3","1004,7","1004,3",,"24,8","23,6",25,"24,8","23,8","23,6",93,93,93,15,0,0
2025/01/12,0900 UTC,0,"1004,9","1004,9","1004,3",,"24,6","23,5","24,8","24,6","23,6","23,5",94,93,94,19,0,0
2025/01/12,1000 UTC,0,"1005,2","1005,2","1004,9","116,5",25,"23,8",25,"24,6","23,8","23,5",94,93,93,32,0,0
2025/01/12,1100 UTC,0,"1006,4","1006,4","1005,2","634,2","26,1","24,3","26,1",25,"24,3","23,8",93,90,90,26,"5,3","0,5"
2025/01/12,1200 UTC,0,1007,1007,"1006,3","1276,3","27,1","24,2","27,3","26,1","24,6","23,9",90,83,84,15,"7,2","2,1"
2025/01/12,1300 UTC,0,1007,"1007,1","1006,8",1880,29,24,"29,1","27,1","24,6","23,5",85,74,75,11,"7,3","0,5"
2025/01/12,1400 UTC,0,"1006,6",1007,"1006,6","1941,4","29,5","24,1","29,7","28,9","24,5","23,3",75,70,73,32,"6,6","0,2"
2025/01/12,1500 UTC,0,1006,"1006,7",1006,"2744,2","30,6","23,5","31,2","28,9","24,5","22,8",74,65,66,68,"7,1","2,3"
2025/01/12,1600 UTC,"1,6","1005,9","1006,2","1005,7","1324,3","26,6","23,1","31,2","26,6","24,8","22,8",85,66,81,337,"9,2","1,3"
2025/01/12,1700 UTC,0,"1004,4","1005,9","1004,4","1120,2","26,9","22,8","28,1","26,3","24,5","22,7",83,77,78,45,"11,8","4,1"
2025/01/12,1800 UTC,0,"1003,6","1004,4","1003,6","1242,1","28,4","23,5","28,4","26,4","23,6","22,3",80,73,75,13,"11,8","1,4"
2025/01/12,1900 UTC,0,"1003,4","1004,1","1003,4","353,3","26,3","23,4","28,5","26,2",24,"23,3",84,75,84,77,"7,4",0
2025/01/12,2000 UTC,0,"1003,2","1003,4","1002,9","255,3","27,1","24,2","27,1","26,1","24,2","23,2",84,83,84,14,0,0
2025/01/12,2100 UTC,0,"1003,7","1003,8","1003,2","149,3","27,1","24,5","27,2","27,1","24,5","24,2",86,84,86,16,0,0
2025/01/12,2200 UTC,"2,2","1004,8","1004,9","1003,6","17,8","24,6","22,8","27,1","24,5","24,6","22,4",90,85,90,51,"8,4","0,1"
2025/01/12,2300 UTC,"0,2","1005,5","1005,5","1004,8",,25,"23,5",25,"24,6","23,5","22,7",91,90,91,50,"3,5",0
2025/01/13,0000 UTC,0,"1006,1","1006,1","1005,4",,"24,6","22,9","25,1","24,6","23,6","22,9",92,90,90,33,"4,5",0
2025/01/13,0100 UTC,"0,2","1006,2","1006,4","1006,1",,"24,6","22,8","24,6","24,5",23,"22,8",91,90,90,22,5,0
2025/01/13,0200 UTC,0,"1006,2","1006,4","1006,1",,"24,6","22,6","24,6","24,2","22,9","22,5",91,89,89,350,"2,2",0
2025/01/13,0300 UTC,0,"1005,6","1006,2","1005,5",,"24,2","22,5","24,6","24,2","22,6","22,4",90,89,90,31,"2,9","0,1"
2025/01/13,0400 UTC,0,"1004,8","1005,7","1004,7",,"24,2","22,6","24,3","24,2","22,7","22,5",91,90,91,25,"4,2","0,4"
2025/01/13,0500 UTC,0,"1004,1","1004,8","1004,1",,"24,3","22,8","24,3","24,2","22,8","22,6",92,91,92,31,"3,3",0
2025/01/13,0600 UTC,0,"1003,4","1004,1","1003,3",,"24,2","22,7","24,5","24,2","22,9","22,7",92,90,91,29,"6,9","0,2"
2025/01/13,0700 UTC,0,"1003,2","1003,4","1003,2",,"23,9","22,6","24,2","23,9","22,7","22,6",92,91,92,9,"4,1",0
2025/01/13,0800 UTC,0,"1003,4","1003,4","1003,2",,"23,8","22,6","23,9","23,8","22,6","22,5",93,92,93,346,0,0
2025/01/13,0900 UTC,0,"1004,2","1004,2","1003,4",,"23,7","22,6","23,8","23,7","22,6","22,5",93,93,93,338,0,0
2025/01/13,1000 UTC,0,"1004,9","1004,9","1004,2","41,4",24,"22,8",24,"23,7","22,8","22,6",93,93,93,354,0,0
2025/01/13,1100 UTC,0,"1005,6","1005,6","1004,9","532,7","25,2","23,7","25,2",24,"23,7","22,9",93,91,91,355,"6,1","0,9"
2025/01/13,1200 UTC,0,"1006,1","1006,2","1005,6","1135,2","26,7",24,"26,7","25,2","24,1","23,3",91,84,85,20,"5,4",0
2025/01/13,1300 UTC,"5,6","1006,5","1006,6","1006,1","350,6","25,1","23,6","26,8","24,7",24,23,92,84,92,111,"7,6",0
2025/01/13,1400 UTC,"2,4","1005,9","1006,5","1005,9","736,5","25,7","24,1","25,7",25,"24,2","23,6",92,91,91,340,"4,5",0
2025/01/13,1500 UTC,"2,8","1005,7","1006,2","1005,7","1135,6","25,7","24,1","26,4","25,6","24,8","23,8",92,88,91,335,"4,1","0,5"
2025/01/13,1600 UTC,"0,2","1004,6","1005,7","1004,6","1088,1","26,8","24,6","26,8","25,5","24,6","23,1",92,86,87,12,"7,7",0
2025/01/13,1700 UTC,0,"1003,7","1004,6","1003,7","1928,7","29,1",25,"29,2","26,9","25,4","24,2",87,76,78,27,"7,8","2,1"
2025/01/13,1800 UTC,0,"1002,6","1003,7","1002,6","1422,4",29,"22,8","29,5","28,7","24,9","22,6",78,69,69,25,9,"3,2"
2025/01/13,1900 UTC,0,"1002,5","1002,6","1002,5","1308,6","28,6","22,8","29,7","28,6","23,4",22,71,66,71,358,10,"2,5"
2025/01/13,2000 UTC,0,"1002,3","1002,5",1002,996,"28,7","22,7",29,"28,6","23,3","22,5",72,69,70,2,"7,3",2
2025/01/13,2100 UTC,0,"1002,4","1002,4","1002,2","298,8","27,9","22,4","28,7","27,9","22,9","22,3",72,69,72,13,"7,5","1,6"
2025/01/13,2200 UTC,0,"1003,1","1003,1","1002,4","27,9","27,1","22,4","27,9","27,1","22,5","22,3",76,72,76,1,"6,6","0,4"
2025/01/13,2300 UTC,0,"1004,2","1004,2","1003,1",,"26,6","22,4","27,1","26,6","22,4","22,4",78,76,78,356,"5,6",0
2025/01/14,0000 UTC,0,"1005,2","1005,2","1004,2",,"26,3","22,5","26,6","26,3","22,5","22,4",80,78,80,360,"0,1",0
2025/01/14,0100 UTC,0,"1005,7","1005,7","1005,2",,"25,9","22,7","26,3","25,9","22,7","22,5",83,80,83,331,0,0
2025/01/14,0200 UTC,0,"1005,9","1005,9","1005,7",,"25,5","23,2","25,9","25,5","23,2","22,7",87,83,87,308,0,0
2025/01/14,0300 UTC,0,"1005,7",1006,"1005,7",,"25,2","23,2","25,5","25,2","23,3","23,1",89,87,89,311,0,0
2025/01/14,0400 UTC,0,"1005,3","1005,8","1005,3",,25,"23,2","25,2",25,"23,2","23,1",90,89,89,310,0,0
2025/01/14,0500 UTC,0,1005,"1005,3",1005,,"24,8","23,2",25,"24,8","23,3","23,1",91,89,91,325,0,0
2025/01/14,0600 UTC,0,"1004,3",1005,"1004,3",,"24,7","22,9","24,9","24,7","23,2","22,9",91,90,90,319,0,0
2025/01/14,0700 UTC,0,"1004,1","1004,3","1004,1",,"24,6","22,9","24,7","24,6",23,"22,9",90,90,90,313,0,0
2025/01/14,0800 UTC,0,"1004,5","1004,5","1004,1",,"24,7","22,8","24,7","24,6","22,9","22,8",90,89,89,342,0,0
2025/01/14,0900 UTC,0,"1004,8","1004,8","1004,5",,"24,4","22,7","24,7","24,4","22,8","22,7",90,89,90,328,0,0
2025/01/14,1000 UTC,0,"1005,3","1005,3","1004,8","30,9","24,5","22,8","24,5","24,3","22,8","22,6",90,90,90,2,0,0
2025/01/14,1100 UTC,0,"1006,2","1006,2","1005,3","359,4","25,6","22,6","25,6","24,5","23,3","22,3",91,83,84,2,0,0
2025/01/14,1200 UTC,0,"1006,9","1006,9","1006,2","450,2","26,4",23,"26,5","25,6","23,2","22,5",84,81,81,15,0,0
2025/01/14,1300 UTC,0,"1007,4","1007,4","1006,9","903,8","27,7","23,9","27,7","26,4","23,9","22,9",82,79,80,10,"3,8",0
2025/01/14,1400 UTC,0,"1007,2","1007,4","1007,2","1754,5","29,3","23,4","29,4","27,5","23,8",23,80,70,71,16,"5,4",1
2025/01/14,1500 UTC,0,"1006,7","1007,2","1006,7","2710,1","30,3","22,4","30,6",29,"23,5","21,8",71,61,63,27,"6,3","0,9"
2025/01/14,1600 UTC,0,"1006,1","1006,7","1006,1",2027,"30,6","22,1","30,7","29,9","22,9","21,8",65,60,60,359,7,0
2025/01/14,1700 UTC,0,"1005,3","1006,1","1005,3","2101,7","30,1","21,7","31,2","30,1","22,9","21,1",62,58,61,10,"6,8","2,8"
2025/01/14,1800 UTC,0,"1004,6","1005,3","1004,6","715,3","28,3","22,7","30,2","28,2","22,8","21,6",72,61,72,313,"7,1",0
2025/01/14,1900 UTC,0,"1004,3","1004,6","1004,2","739,6","29,4","22,6","29,6","28,3","23,2","22,3",73,65,67,2,"5,8","0,7"
2025/01/14,2000 UTC,0,"1004,3","1004,3","1004,2","329,5",29,"22,4","29,4","28,9","22,6","21,7",68,64,68,2,"5,6",0
2025/01/14,2100 UTC,0,"1004,9","1004,9","1004,3",156,"28,2","22,2",29,"28,2","22,5","22,1",70,67,70,339,"4,3","0,2"
2025/01/14,2200 UTC,0,"1005,4","1005,4","1004,9","11,2","27,5","21,6","28,2","27,5","22,2","21,4",70,68,70,348,"3,6",0
2025/01/14,2300 UTC,0,1006,1006,"1005,4",,"26,9","22,1","27,5","26,9","22,1","21,6",75,70,75,15,"2,4",0
2025/01/15,0000 UTC,0,"1006,1","1006,1","1005,9",,26,"23,5","26,9",26,"23,6","22,1",86,75,86,238,0,0
2025/01/15,0100 UTC,0,"1006,4","1006,4","1006,1",,"25,4","23,7",26,"25,4","23,7","23,5",90,87,90,218,0,0
2025/01/15,0200 UTC,0,"1006,5","1006,6","1006,3",,"24,8","23,5","25,4","24,8","23,7","23,4",92,90,92,223,0,0
2025/01/15,0300 UTC,"0,6","1006,8","1006,9","1006,5",,"24,5","23,4","24,9","24,5","23,6","23,4",93,92,93,186,0,0
2025/01/15,0400 UTC,"0,2","1005,9","1006,8","1005,9",,"24,6","23,5","24,7","24,5","23,6","23,4",94,93,94,79,0,0
2025/01/15,0500 UTC,0,"1005,1","1005,9",1005,,"24,8","23,6","24,9","24,6","23,7","23,5",94,92,93,239,"1,8",0
2025/01/15,0600 UTC,0,"1004,5","1005,1","1004,5",,"24,6","23,5","24,8","24,6","23,6","23,4",94,93,94,44,0,0
2025/01/15,0700 UTC,0,"1004,5","1004,6","1004,4",,"24,5","23,4","24,7","24,5","23,6","23,4",94,94,94,126,0,0
2025/01/15,0800 UTC,0,"1004,5","1004,6","1004,5",,"24,3","23,3","24,5","24,3","23,5","23,3",94,94,94,157,0,0
2025/01/15,0900 UTC,0,"1005,2","1005,2","1004,5",,"24,1","23,2","24,3","24,1","23,4","23,2",94,94,94,131,0,0
2025/01/15,1000 UTC,0,"1005,8","1005,8","1005,1","33,2","24,3","23,4","24,3","24,1","23,4","23,1",95,94,95,107,0,0
2025/01/15,1100 UTC,0,"1006,4","1006,4","1005,8","260,6","24,7","23,5","24,8","24,3","23,6","23,4",95,93,93,161,0,0
2025/01/15,1200 UTC,0,"1007,2","1007,2","1006,4","539,9","25,5","23,6","25,6","24,7","24,1","23,5",94,89,89,70,0,0
2025/01/15,1300 UTC,0,"1007,8","1007,8","1007,2","825,2","26,6",24,"26,7","25,5",24,"22,3",89,78,86,152,0,0
2025/01/15,1400 UTC,0,"1007,6","1007,8","1007,6","1155,8","27,5","23,2","27,6","26,4","24,1","22,6",86,75,77,10,"0,3",0
2025/01/15,1500 UTC,0,"1007,1","1007,6","1007,1","1721,9","28,7","23,3","28,8","27,5","23,8","22,8",77,72,73,329,"4,1",0
2025/01/15,1600 UTC,0,"1006,4","1007,1","1006,4","952,7","27,2","21,8",29,"27,2","23,7","21,2",74,68,72,50,6,"0,1"
2025/01/15,1700 UTC,0,"1005,5","1006,4","1005,5","1068,2","28,3","21,9","28,3","27,1",22,"20,8",74,66,68,29,"4,5",0
2025/01/15,1800 UTC,0,"1004,8","1005,5","1004,7","1009,4","28,8","22,9","28,9","28,3","23,3","21,9",72,68,71,28,"3,8",0
2025/01/15,1900 UTC,0,"1004,6","1004,8","1004,6","384,3","26,5","23,1","28,8","26,5","23,2","22,2",81,69,81,55,"5,3","0,7"
2025/01/15,2000 UTC,"9,6",1005,"1005,1","1004,6","187,4","24,5",23,"26,5","24,4","23,2","22,6",92,81,92,86,"5,8","0,1"
2025/01/15,2100 UTC,"0,2","1005,4","1005,4",1005,"75,5","24,2","22,6","24,5","24,2","23,1","22,5",92,91,91,58,"3,1",0
2025/01/15,2200 UTC,"1,2","1006,2","1006,2","1005,4","8,2",24,"22,6","24,2",24,"22,7","22,5",92,91,92,73,0,0
2025/01/15,2300 UTC,"0,4","1007,2","1007,2","1006,2",,"23,9","22,4",24,"23,8","22,6","22,4",92,92,92,32,0,0
2025/01/16,0000 UTC,"0,6","1007,9","1007,9","1007,2",,"23,4","21,5","23,9","23,2","22,4",21,92,87,89,25,"5,1",0
2025/01/16,0100 UTC,"1,2","1008,7","1008,7","1007,9",,"23,2",22,"23,6","23,1",22,"21,6",93,89,93,340,"5,1","0,4"
2025/01/16,0200 UTC,"0,8","1008,7","1008,7","1008,6",,23,"21,7","23,3",23,"22,1","21,7",93,92,92,360,"3,9",0
2025/01/16,0300 UTC,"0,2","1008,7","1008,7","1008,7",,23,"21,8","23,2",23,"21,9","21,7",93,92,93,17,0,0
2025/01/16,0400 UTC,3,"1008,3","1008,7","1008,3",,"22,5","21,3",23,"22,5","21,8","21,3",93,93,93,61,"1,7",0
2025/01/16,0500 UTC,"3,6","1007,8","1008,3","1007,8",,"22,4","21,3","22,6","22,4","21,5","21,3",94,93,94,83,0,0
2025/01/16,0600 UTC,1,"1007,1","1007,8","1007,1",,"22,3","21,4","22,5","22,3","21,5","21,3",94,94,94,188,0,0
2025/01/16,0700 UTC,"1,4","1006,7","1007,1","1006,7",,"22,3","21,4","22,3","22,2","21,4","21,2",95,94,95,163,0,0
2025/01/16,0800 UTC,"0,2","1006,8","1006,8","1006,6",,"22,4","21,5","22,4","22,2","21,5","21,3",95,95,95,199,0,0
2025/01/16,0900 UTC,"0,2",1007,1007,"1006,8",,"22,5","21,6","22,5","22,3","21,6","21,4",95,94,94,2,0,0
2025/01/16,1000 UTC,"0,2","1007,3","1007,3",1007,"24,7","22,5","21,6","22,6","22,4","21,6","21,5",95,94,95,68,0,0
